10ClassKind	10DepthInKind	icd10Code	icd10Chapter	icd10Title	ICD-11 FoundationURI	icd11Title	2024-Jan-21
Category	2	T81.6	XIX	Acute reaction to foreign substance accidentally left during a procedure	http://id.who.int/icd/entity/860785256	Secondary peritonitis	Subclass	0
Category	2	T81.7	XIX	Vascular complications following a procedure, not elsewhere classified	http://id.who.int/icd/entity/1952274258	Injury or harm arising from a procedure, not elsewhere classified	Subclass	0
Category	2	T81.8	XIX	Other complications of procedures, not elsewhere classified	http://id.who.int/icd/entity/1952274258	Injury or harm arising from a procedure, not elsewhere classified	Subclass	-1
Category	2	T81.9	XIX	Unspecified complication of procedure	http://id.who.int/icd/entity/1952274258	Injury or harm arising from a procedure, not elsewhere classified	Subclass	-1
Category	1	T82	XIX	Complications of cardiac and vascular prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1660322089	Mechanical complication of other cardiac and vascular devices and implants	Equivalent	0
Category	2	T82.0	XIX	Mechanical complication of heart valve prosthesis	http://id.who.int/icd/entity/1363514322	Prosthetic valve disease	Subclass	0
Category	2	T82.1	XIX	Mechanical complication of cardiac electronic device	http://id.who.int/icd/entity/145841876	Dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified	Subclass	0
Category	2	T82.2	XIX	Mechanical complication of coronary artery bypass and valve grafts	http://id.who.int/icd/entity/1702415895	Cardiovascular devices associated with injury or harm, grafts	Subclass	0
Category	2	T82.3	XIX	Mechanical complication of other vascular grafts	http://id.who.int/icd/entity/1702415895	Cardiovascular devices associated with injury or harm, grafts	Subclass	0
Category	2	T82.4	XIX	Mechanical complication of vascular dialysis catheter	http://id.who.int/icd/entity/297022236	Cardiovascular devices associated with injury or harm: peripheral venous catheter	Subclass	0
Category	2	T82.5	XIX	Mechanical complication of other cardiac and vascular devices and implants	http://id.who.int/icd/entity/1486586685	Cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	Subclass	0
Category	2	T82.6	XIX	Infection and inflammatory reaction due to cardiac valve prosthesis	http://id.who.int/icd/entity/375116246	Infection or inflammatory reaction of heart valve prosthesis NOS	Equivalent	0
Category	2	T82.7	XIX	Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts	http://id.who.int/icd/entity/1871888610	Infection due to pacemaker or implantable cardioverter defibrillator	Equivalent	0
Category	2	T82.8	XIX	Other specified complications of cardiac and vascular prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1660322089	Mechanical complication of other cardiac and vascular devices and implants	Subclass	0
Category	2	T82.9	XIX	Unspecified complication of cardiac and vascular prosthetic device, implant and graft	http://id.who.int/icd/entity/1660322089	Mechanical complication of other cardiac and vascular devices and implants	Subclass	0
Category	1	T83	XIX	Complications of genitourinary prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1172630404	Gastroenterology or urology devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	Subclass	0
Category	2	T83.0	XIX	Mechanical complication of urinary (indwelling) catheter	http://id.who.int/icd/entity/470173527	Mechanical complication of urinary catheter	Equivalent	0
Category	2	T83.1	XIX	Mechanical complication of other urinary devices and implants	http://id.who.int/icd/entity/2035124931	Mechanical complication of other urinary devices and implants	Equivalent	0
Category	2	T83.2	XIX	Mechanical complication of graft of urinary organ	http://id.who.int/icd/entity/232839742	Mechanical complication of graft of urinary organ	Equivalent	0
Category	2	T83.3	XIX	Mechanical complication of intrauterine contraceptive device	http://id.who.int/icd/entity/1756043176	Mechanical complication of intrauterine contraceptive device	Equivalent	0
Category	2	T83.4	XIX	Mechanical complication of other prosthetic devices, implants and grafts in genital tract	http://id.who.int/icd/entity/217304992	Gastroenterology or urology devices associated with injury or harm, penile implants	Equivalent	0
Category	2	T83.5	XIX	Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system	http://id.who.int/icd/entity/2114865578	Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system	Equivalent	0
Category	2	T83.6	XIX	Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract	http://id.who.int/icd/entity/178461015	Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract	Equivalent	0
Category	2	T83.8	XIX	Other complications of genitourinary prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1740672793	Injury or harm arising from other device, implant or graft, not elsewhere classified	Subclass	0
Category	2	T83.9	XIX	Unspecified complication of genitourinary prosthetic device, implant and graft	http://id.who.int/icd/entity/1740672793	Injury or harm arising from other device, implant or graft, not elsewhere classified	Subclass	0
Category	1	T84	XIX	Complications of internal orthopaedic prosthetic devices, implants and grafts	http://id.who.int/icd/entity/383104340	Injury or harm arising from surgical or medical care, not elsewhere classified	Subclass	-1
Category	2	T84.0	XIX	Mechanical complication of internal joint prosthesis	http://id.who.int/icd/entity/761668033	Orthopaedic devices associated with injury or harm, prosthetic or other implants, materials or accessory devices	Equivalent	0
Category	2	T84.1	XIX	Mechanical complication of internal fixation device of bones of limb	http://id.who.int/icd/entity/1110768515	Mechanical complication of internal fixation device of bones of limb	Equivalent	0
Category	2	T84.2	XIX	Mechanical complication of internal fixation device of other bones	http://id.who.int/icd/entity/916040572	Mechanical complication of internal fixation device of other bones	Equivalent	0
Category	2	T84.3	XIX	Mechanical complication of other bone devices, implants and grafts	http://id.who.int/icd/entity/1406297834	Mechanical complication of other bone devices, implants and grafts	Equivalent	0
Category	2	T84.4	XIX	Mechanical complication of other internal orthopaedic devices, implants and grafts	http://id.who.int/icd/entity/540865918	Mechanical complication of other internal orthopaedic devices, implants and grafts	Equivalent	0
Category	2	T84.5	XIX	Infection and inflammatory reaction due to internal joint prosthesis	http://id.who.int/icd/entity/1165441256	Infection and inflammatory reaction due to internal joint prosthesis NOS	Equivalent	0
Category	2	T84.6	XIX	Infection and inflammatory reaction due to internal fixation device [any site]	http://id.who.int/icd/entity/836397079	Infection and inflammatory reaction due to internal fixation device, any site, NOS	Equivalent	0
Category	2	T84.7	XIX	Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1418831235	Infection or inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts NOS	Equivalent	0
Category	2	T84.8	XIX	Other complications of internal orthopaedic prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1740672793	Injury or harm arising from other device, implant or graft, not elsewhere classified	Subclass	0
Category	2	T84.9	XIX	Unspecified complication of internal orthopaedic prosthetic device, implant and graft	http://id.who.int/icd/entity/1740672793	Injury or harm arising from other device, implant or graft, not elsewhere classified	Subclass	0
Category	1	T85	XIX	Complications of other internal prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1740672793	Injury or harm arising from other device, implant or graft, not elsewhere classified	Subclass	0
Category	2	T85.0	XIX	Mechanical complication of ventricular intracranial (communicating) shunt	http://id.who.int/icd/entity/998768278	Mechanical complication of ventricular intracranial shunt	Equivalent	0
Category	2	T85.1	XIX	Mechanical complication of implanted electronic stimulator of nervous system	http://id.who.int/icd/entity/1590440708	Mechanical complication of implanted electronic stimulator of nervous system	Equivalent	0
Category	2	T85.2	XIX	Mechanical complication of intraocular lens	http://id.who.int/icd/entity/120802743	Ophthalmic devices associated with adverse incidents, lens implants	Equivalent	0
Category	2	T85.3	XIX	Mechanical complication of other ocular prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1328197225	Mechanical complication of other ocular prosthetic devices, implants or grafts	Equivalent	0
Category	2	T85.4	XIX	Mechanical complication of breast prosthesis and implant	http://id.who.int/icd/entity/1019493885	Mechanical complication of breast prosthesis and implant	Equivalent	0
Category	2	T85.5	XIX	Mechanical complication of gastrointestinal prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1502605417	Mechanical complication of gastrointestinal prosthetic devices, implants and grafts	Equivalent	0
Category	2	T85.6	XIX	Mechanical complication of other specified internal prosthetic devices, implants and grafts	http://id.who.int/icd/entity/757244056	Mechanical complication of other specified internal prosthetic devices, implants and grafts	Equivalent	0
Category	2	T85.7	XIX	Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts	http://id.who.int/icd/entity/1612485599	Infection arising from device, implant or graft, not elsewhere classified	Equivalent	0
Category	2	T85.8	XIX	Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified	http://id.who.int/icd/entity/1740672793	Injury or harm arising from other device, implant or graft, not elsewhere classified	Subclass	-1
Category	2	T85.9	XIX	Unspecified complication of internal prosthetic device, implant and graft	http://id.who.int/icd/entity/1740672793	Injury or harm arising from other device, implant or graft, not elsewhere classified	Subclass	0
Category	1	T86	XIX	Failure and rejection of transplanted organs and tissues	http://id.who.int/icd/entity/129221830	Failure or rejection of transplanted organs or tissues	Equivalent	0
Category	2	T86.0	XIX	Bone-marrow transplant rejection	http://id.who.int/icd/entity/437372167	Graft-versus-host disease	Subclass	0
Category	2	T86.1	XIX	Kidney transplant failure and rejection	http://id.who.int/icd/entity/129221830	Failure or rejection of transplanted organs or tissues	Subclass	-1
Category	2	T86.2	XIX	Heart transplant failure and rejection	http://id.who.int/icd/entity/129221830	Failure or rejection of transplanted organs or tissues	Subclass	-1
Category	2	T86.3	XIX	Heart-lung transplant failure and rejection	http://id.who.int/icd/entity/129221830	Failure or rejection of transplanted organs or tissues	Subclass	-1
Category	2	T86.4	XIX	Liver transplant failure and rejection	http://id.who.int/icd/entity/129221830	Failure or rejection of transplanted organs or tissues	Subclass	-1
Category	2	T86.8	XIX	Failure and rejection of other transplanted organs and tissues	http://id.who.int/icd/entity/129221830	Failure or rejection of transplanted organs or tissues	Subclass	-1
Category	2	T86.9	XIX	Failure and rejection of unspecified transplanted organ and tissue	http://id.who.int/icd/entity/129221830	Failure or rejection of transplanted organs or tissues	Subclass	-1
Category	1	T87	XIX	Complications peculiar to reattachment and amputation	http://id.who.int/icd/entity/1660422480	Complications peculiar to reattachment or amputation	Equivalent	0
Category	2	T87.0	XIX	Complications of reattached (part of) upper extremity	http://id.who.int/icd/entity/653825577	Complications of reattached upper extremity	Equivalent	0
Category	2	T87.1	XIX	Complications of reattached (part of) lower extremity	http://id.who.int/icd/entity/1135827901	Complications of reattached lower extremity	Equivalent	0
Category	2	T87.2	XIX	Complications of other reattached body part	http://id.who.int/icd/entity/924715844	Complications of other reattached body part	Equivalent	0
Category	2	T87.3	XIX	Neuroma of amputation stump	http://id.who.int/icd/entity/1381353174	Neuroma of amputation stump	Equivalent	0
Category	2	T87.4	XIX	Infection of amputation stump	http://id.who.int/icd/entity/565925186	Infection of amputation stump	Equivalent	0
Category	2	T87.5	XIX	Necrosis of amputation stump	http://id.who.int/icd/entity/1156618456	Necrosis of amputation stump	Equivalent	0
Category	2	T87.6	XIX	Other and unspecified complications of amputation stump	http://id.who.int/icd/entity/811452457	Other or unspecified complications of amputation stump	Equivalent	0
Category	1	T88	XIX	Other complications of surgical and medical care, not elsewhere classified	http://id.who.int/icd/entity/529603602	Other injury or harm from surgical or medical care, not elsewhere classified	Equivalent	0
Category	2	T88.0	XIX	Infection following immunization	http://id.who.int/icd/entity/529603602	Other injury or harm from surgical or medical care, not elsewhere classified	Subclass	-1
